type	time	latitude	longitude	altitude (m)	name	desc
T	2023-09-16 21:36:33.242	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:34.242	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:35.242	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:36.242	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:37.241	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:38.241	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:39.241	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:40.241	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:41.241	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:42.242	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:43.241	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:44.242	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:45.242	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:46.241	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:47.242	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:48.242	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:49.241	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:50.242	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:51.242	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:52.241	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:53.242	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:54.242	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:55.243	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:56.242	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:57.241	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:58.241	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:36:59.241	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:37:00.241	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:37:01.241	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:37:02.242	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:37:03.242	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:37:04.242	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:37:05.241	39.032372900	-76.834217800	0.0		
T	2023-09-16 21:37:06.242	39.032359300	-76.834215600	0.0		
T	2023-09-16 21:37:07.241	39.032359300	-76.834215600	0.0		
T	2023-09-16 21:37:08.241	39.032351300	-76.834207900	0.0		
T	2023-09-16 21:37:09.242	39.032351300	-76.834207900	0.0		
T	2023-09-16 21:37:10.242	39.032351300	-76.834207900	0.0		
T	2023-09-16 21:37:11.243	39.032351300	-76.834207900	0.0		
T	2023-09-16 21:37:12.242	39.032356800	-76.834219800	0.0		
T	2023-09-16 21:37:13.242	39.032362100	-76.834236000	0.0		
T	2023-09-16 21:37:14.242	39.032365500	-76.834257700	0.0		
T	2023-09-16 21:37:15.242	39.032366200	-76.834276500	0.0		
T	2023-09-16 21:37:16.242	39.032362200	-76.834287300	0.0		
T	2023-09-16 21:37:17.242	39.032362200	-76.834287300	0.0		
T	2023-09-16 21:37:18.242	39.032364000	-76.834340600	0.0		
T	2023-09-16 21:37:19.241	39.032370600	-76.834388900	0.0		
T	2023-09-16 21:37:20.242	39.032376200	-76.834440900	0.0		
T	2023-09-16 21:37:21.243	39.032381900	-76.834495300	0.0		
T	2023-09-16 21:37:22.242	39.032385200	-76.834540800	0.0		
T	2023-09-16 21:37:23.242	39.032385200	-76.834540800	0.0		
T	2023-09-16 21:37:24.241	39.032390400	-76.834598300	0.0		
T	2023-09-16 21:37:25.241	39.032396900	-76.834662400	0.0		
T	2023-09-16 21:37:26.242	39.032406900	-76.834714700	0.0		
T	2023-09-16 21:37:27.242	39.032413300	-76.834752200	0.0		
T	2023-09-16 21:37:28.242	39.032416500	-76.834810600	0.0		
T	2023-09-16 21:37:29.242	39.032422800	-76.834860000	0.0		
T	2023-09-16 21:37:30.242	39.032422800	-76.834860000	0.0		
T	2023-09-16 21:37:31.242	39.032433600	-76.834959300	0.0		
T	2023-09-16 21:37:32.242	39.032440400	-76.835005900	0.0		
T	2023-09-16 21:37:33.241	39.032448600	-76.835053200	0.0		
T	2023-09-16 21:37:34.241	39.032457100	-76.835109900	0.0		
T	2023-09-16 21:37:35.242	39.032464400	-76.835156700	0.0		
T	2023-09-16 21:37:36.242	39.032464400	-76.835156700	0.0		
T	2023-09-16 21:37:37.242	39.032478700	-76.835241300	0.0		
T	2023-09-16 21:37:38.241	39.032487100	-76.835293900	0.0		
T	2023-09-16 21:37:39.241	39.032494300	-76.835346600	0.0		
T	2023-09-16 21:37:40.241	39.032501500	-76.835413300	0.0		
T	2023-09-16 21:37:41.241	39.032501500	-76.835413300	0.0		
T	2023-09-16 21:37:42.243	39.032509400	-76.835504800	0.0		
T	2023-09-16 21:37:43.241	39.032514700	-76.835556500	0.0		
T	2023-09-16 21:37:44.241	39.032523100	-76.835612000	0.0		
T	2023-09-16 21:37:45.242	39.032529900	-76.835674300	0.0		
T	2023-09-16 21:37:46.261	39.032539900	-76.835724800	0.0		
T	2023-09-16 21:37:47.242	39.032539900	-76.835724800	0.0		
T	2023-09-16 21:37:48.241	39.032552300	-76.835790100	0.0		
T	2023-09-16 21:37:49.242	39.032561200	-76.835843400	0.0		
T	2023-09-16 21:37:50.242	39.032577100	-76.835909900	0.0		
T	2023-09-16 21:37:51.242	39.032593900	-76.835999000	0.0		
T	2023-09-16 21:37:52.242	39.032603400	-76.836059900	0.0		
T	2023-09-16 21:37:53.242	39.032603400	-76.836059900	0.0		
T	2023-09-16 21:37:54.242	39.032613900	-76.836119200	0.0		
T	2023-09-16 21:37:55.241	39.032624200	-76.836168500	0.0		
T	2023-09-16 21:37:56.242	39.032634100	-76.836223000	0.0		
T	2023-09-16 21:37:57.242	39.032645200	-76.836286700	0.0		
T	2023-09-16 21:37:58.241	39.032653600	-76.836346200	0.0		
T	2023-09-16 21:37:59.242	39.032664500	-76.836394400	0.0		
T	2023-09-16 21:38:00.242	39.032675800	-76.836450500	0.0		
T	2023-09-16 21:38:01.242	39.032685600	-76.836510900	0.0		
T	2023-09-16 21:38:02.242	39.032693100	-76.836569700	0.0		
T	2023-09-16 21:38:03.241	39.032693100	-76.836569700	0.0		
T	2023-09-16 21:38:04.241	39.032702700	-76.836646600	0.0		
T	2023-09-16 21:38:05.242	39.032710400	-76.836701100	0.0		
T	2023-09-16 21:38:06.242	39.032719200	-76.836757800	0.0		
T	2023-09-16 21:38:07.241	39.032719200	-76.836757800	0.0		
T	2023-09-16 21:38:08.241	39.032730500	-76.836823300	0.0		
T	2023-09-16 21:38:09.242	39.032745900	-76.836919800	0.0		
T	2023-09-16 21:38:10.241	39.032754300	-76.836979700	0.0		
T	2023-09-16 21:38:11.242	39.032765700	-76.837045000	0.0		
T	2023-09-16 21:38:12.242	39.032769200	-76.837097900	0.0		
T	2023-09-16 21:38:13.242	39.032769200	-76.837097900	0.0		
T	2023-09-16 21:38:14.242	39.032781900	-76.837189300	0.0		
T	2023-09-16 21:38:15.241	39.032793200	-76.837248900	0.0		
T	2023-09-16 21:38:16.241	39.032800000	-76.837300500	0.0		
T	2023-09-16 21:38:17.242	39.032800000	-76.837300500	0.0		
T	2023-09-16 21:38:18.242	39.032810900	-76.837373200	0.0		
T	2023-09-16 21:38:19.241	39.032810900	-76.837373200	0.0		
T	2023-09-16 21:38:20.241	39.032805500	-76.837402500	0.0		
T	2023-09-16 21:38:21.241	39.032766600	-76.837337500	0.0		
T	2023-09-16 21:38:22.242	39.032744500	-76.837319200	0.0		
T	2023-09-16 21:38:23.242	39.032744500	-76.837319200	0.0		
T	2023-09-16 21:38:24.242	39.032744500	-76.837319200	0.0		
T	2023-09-16 21:38:25.242	39.032744500	-76.837319200	0.0		
T	2023-09-16 21:38:26.242	39.032744500	-76.837319200	0.0		
T	2023-09-16 21:38:27.242	39.032744500	-76.837319200	0.0		
T	2023-09-16 21:38:28.242	39.032744500	-76.837319200	0.0		
T	2023-09-16 21:38:29.242	39.032744500	-76.837319200	0.0		
T	2023-09-16 21:38:30.242	39.032858700	-76.838037100	0.0		
T	2023-09-16 21:38:31.242	39.032878200	-76.838107400	0.0		
T	2023-09-16 21:38:32.242	39.032878200	-76.838107400	0.0		
T	2023-09-16 21:38:33.242	39.032892600	-76.838183000	0.0		
T	2023-09-16 21:38:34.241	39.032919200	-76.838292400	0.0		
T	2023-09-16 21:38:35.242	39.032932100	-76.838353400	0.0		
T	2023-09-16 21:38:36.243	39.032947600	-76.838411200	0.0		
T	2023-09-16 21:38:37.241	39.032959200	-76.838456500	0.0		
T	2023-09-16 21:38:38.242	39.032959200	-76.838456500	0.0		
T	2023-09-16 21:38:39.241	39.032975100	-76.838538700	0.0		
T	2023-09-16 21:38:40.242	39.032991500	-76.838633000	0.0		
T	2023-09-16 21:38:41.242	39.033006500	-76.838704800	0.0		
T	2023-09-16 21:38:42.243	39.033016300	-76.838766000	0.0		
T	2023-09-16 21:38:43.242	39.033030300	-76.838826400	0.0		
T	2023-09-16 21:38:44.242	39.033041900	-76.838887000	0.0		
T	2023-09-16 21:38:45.242	39.033051200	-76.838947500	0.0		
T	2023-09-16 21:38:46.242	39.033060600	-76.839008300	0.0		
T	2023-09-16 21:38:47.243	39.033068000	-76.839068600	0.0		
T	2023-09-16 21:38:48.241	39.033077400	-76.839126400	0.0		
T	2023-09-16 21:38:49.242	39.033085200	-76.839182200	0.0		
T	2023-09-16 21:38:50.242	39.033091700	-76.839238200	0.0		
T	2023-09-16 21:38:51.242	39.033100100	-76.839297200	0.0		
T	2023-09-16 21:38:52.241	39.033110700	-76.839355900	0.0		
T	2023-09-16 21:38:53.242	39.033121800	-76.839414300	0.0		
T	2023-09-16 21:38:54.242	39.033131500	-76.839472600	0.0		
T	2023-09-16 21:38:55.242	39.033141100	-76.839528100	0.0		
T	2023-09-16 21:38:56.241	39.033152700	-76.839584600	0.0		
T	2023-09-16 21:38:57.241	39.033164400	-76.839641100	0.0		
T	2023-09-16 21:38:58.242	39.033172800	-76.839696600	0.0		
T	2023-09-16 21:38:59.242	39.033182300	-76.839749300	0.0		
T	2023-09-16 21:39:00.241	39.033191500	-76.839801800	0.0		
T	2023-09-16 21:39:01.241	39.033197200	-76.839853100	0.0		
T	2023-09-16 21:39:02.242	39.033206300	-76.839907200	0.0		
T	2023-09-16 21:39:03.242	39.033217000	-76.839960200	0.0		
T	2023-09-16 21:39:04.242	39.033227300	-76.839986100	0.0		
T	2023-09-16 21:39:05.241	39.033227300	-76.839986100	0.0		
T	2023-09-16 21:39:06.241	39.033227100	-76.840084500	0.0		
T	2023-09-16 21:39:07.242	39.033223300	-76.840160100	0.0		
T	2023-09-16 21:39:08.242	39.033231900	-76.840249200	0.0		
T	2023-09-16 21:39:09.242	39.033236400	-76.840317000	0.0		
T	2023-09-16 21:39:10.242	39.033244000	-76.840381600	0.0		
T	2023-09-16 21:39:11.242	39.033252400	-76.840443700	0.0		
T	2023-09-16 21:39:12.242	39.033261000	-76.840501700	0.0		
T	2023-09-16 21:39:13.242	39.033269700	-76.840563900	0.0		
T	2023-09-16 21:39:14.242	39.033280100	-76.840623400	0.0		
T	2023-09-16 21:39:15.242	39.033291200	-76.840683000	0.0		
T	2023-09-16 21:39:16.242	39.033299900	-76.840740000	0.0		
T	2023-09-16 21:39:17.242	39.033307400	-76.840794900	0.0		
T	2023-09-16 21:39:18.242	39.033314900	-76.840851300	0.0		
T	2023-09-16 21:39:19.241	39.033326200	-76.840911600	0.0		
T	2023-09-16 21:39:20.242	39.033338700	-76.840968600	0.0		
T	2023-09-16 21:39:21.242	39.033346400	-76.841020200	0.0		
T	2023-09-16 21:39:22.242	39.033354000	-76.841070500	0.0		
T	2023-09-16 21:39:23.241	39.033353700	-76.841116700	0.0		
T	2023-09-16 21:39:24.241	39.033349300	-76.841164800	0.0		
T	2023-09-16 21:39:25.241	39.033349300	-76.841164800	0.0		
T	2023-09-16 21:39:26.241	39.033319400	-76.841192000	0.0		
T	2023-09-16 21:39:27.242	39.033290100	-76.841241500	0.0		
T	2023-09-16 21:39:28.242	39.033253400	-76.841255300	0.0		
T	2023-09-16 21:39:29.242	39.033166200	-76.841240900	0.0		
T	2023-09-16 21:39:30.243	39.033119800	-76.841224800	0.0		
T	2023-09-16 21:39:31.242	39.033070900	-76.841208500	0.0		
T	2023-09-16 21:39:32.242	39.033021700	-76.841192300	0.0		
T	2023-09-16 21:39:33.241	39.032974600	-76.841173300	0.0		
T	2023-09-16 21:39:34.242	39.032928900	-76.841152800	0.0		
T	2023-09-16 21:39:35.242	39.032883400	-76.841128000	0.0		
T	2023-09-16 21:39:36.241	39.032839300	-76.841099000	0.0		
T	2023-09-16 21:39:37.242	39.032798400	-76.841065200	0.0		
T	2023-09-16 21:39:38.242	39.032758700	-76.841031800	0.0		
T	2023-09-16 21:39:39.242	39.032719000	-76.840997700	0.0		
T	2023-09-16 21:39:40.242	39.032680400	-76.840962400	0.0		
T	2023-09-16 21:39:41.241	39.032642100	-76.840924100	0.0		
T	2023-09-16 21:39:42.242	39.032601600	-76.840886900	0.0		
T	2023-09-16 21:39:43.242	39.032562000	-76.840849400	0.0		
T	2023-09-16 21:39:44.242	39.032525000	-76.840814000	0.0		
T	2023-09-16 21:39:45.242	39.032489400	-76.840779500	0.0		
T	2023-09-16 21:39:46.241	39.032453800	-76.840743800	0.0		
T	2023-09-16 21:39:47.242	39.032417000	-76.840709900	0.0		
T	2023-09-16 21:39:48.242	39.032379900	-76.840673500	0.0		
T	2023-09-16 21:39:49.242	39.032339000	-76.840636800	0.0		
T	2023-09-16 21:39:50.241	39.032300600	-76.840602000	0.0		
T	2023-09-16 21:39:51.242	39.032265900	-76.840566600	0.0		
T	2023-09-16 21:39:52.241	39.032232000	-76.840538000	0.0		
T	2023-09-16 21:39:53.241	39.032198600	-76.840514200	0.0		
T	2023-09-16 21:39:54.242	39.032156500	-76.840476100	0.0		
T	2023-09-16 21:39:55.242	39.032115000	-76.840445200	0.0		
T	2023-09-16 21:39:56.242	39.032073800	-76.840415200	0.0		
T	2023-09-16 21:39:57.242	39.032035000	-76.840380800	0.0		
T	2023-09-16 21:39:58.241	39.032000100	-76.840348200	0.0		
T	2023-09-16 21:39:59.242	39.032000100	-76.840348200	0.0		
T	2023-09-16 21:40:00.241	39.031962200	-76.840311400	0.0		
T	2023-09-16 21:40:01.241	39.031913800	-76.840270400	0.0		
T	2023-09-16 21:40:02.242	39.031889100	-76.840246500	0.0		
T	2023-09-16 21:40:03.242	39.031849200	-76.840207800	0.0		
T	2023-09-16 21:40:04.242	39.031808900	-76.840173900	0.0		
T	2023-09-16 21:40:05.242	39.031776900	-76.840144000	0.0		
T	2023-09-16 21:40:06.241	39.031748700	-76.840102600	0.0		
T	2023-09-16 21:40:07.241	39.031714600	-76.840062100	0.0		
T	2023-09-16 21:40:08.241	39.031680100	-76.840026400	0.0		
T	2023-09-16 21:40:09.242	39.031680100	-76.840026400	0.0		
T	2023-09-16 21:40:10.242	39.031633200	-76.839976200	0.0		
T	2023-09-16 21:40:11.242	39.031591600	-76.839941700	0.0		
T	2023-09-16 21:40:12.242	39.031552900	-76.839905900	0.0		
T	2023-09-16 21:40:13.242	39.031523000	-76.839875700	0.0		
T	2023-09-16 21:40:14.242	39.031523000	-76.839875700	0.0		
T	2023-09-16 21:40:15.241	39.031473500	-76.839828000	0.0		
T	2023-09-16 21:40:16.242	39.031444500	-76.839804300	0.0		
T	2023-09-16 21:40:17.242	39.031422600	-76.839782200	0.0		
T	2023-09-16 21:40:18.242	39.031391400	-76.839755100	0.0		
T	2023-09-16 21:40:19.242	39.031359000	-76.839735300	0.0		
T	2023-09-16 21:40:20.242	39.031337400	-76.839721400	0.0		
T	2023-09-16 21:40:21.242	39.031315100	-76.839710700	0.0		
T	2023-09-16 21:40:22.242	39.031290700	-76.839701900	0.0		
T	2023-09-16 21:40:23.242	39.031290700	-76.839701900	0.0		
T	2023-09-16 21:40:24.242	39.031236700	-76.839691400	0.0		
T	2023-09-16 21:40:25.242	39.031236700	-76.839691400	0.0		
T	2023-09-16 21:40:26.242	39.031184900	-76.839686500	0.0		
T	2023-09-16 21:40:27.242	39.031151700	-76.839675500	0.0		
T	2023-09-16 21:40:28.242	39.031151700	-76.839675500	0.0		
T	2023-09-16 21:40:29.242	39.031151700	-76.839675500	0.0		
T	2023-09-16 21:40:30.242	39.031199200	-76.839713600	0.0		
T	2023-09-16 21:40:31.242	39.031199200	-76.839713600	0.0		
T	2023-09-16 21:40:32.242	39.031220600	-76.839764400	0.0		
T	2023-09-16 21:40:33.241	39.031220600	-76.839764400	0.0		
T	2023-09-16 21:40:34.241	39.031220600	-76.839764400	0.0		
T	2023-09-16 21:40:35.242	39.031220600	-76.839764400	0.0		
T	2023-09-16 21:40:36.242	39.031220600	-76.839764400	0.0		
T	2023-09-16 21:40:37.242	39.031220600	-76.839764400	0.0		
T	2023-09-16 21:40:38.242	39.031272500	-76.839883900	0.0		
T	2023-09-16 21:40:39.242	39.031272500	-76.839883900	0.0		
T	2023-09-16 21:40:40.242	39.031272500	-76.839883900	0.0		
T	2023-09-16 21:40:41.242	39.031268900	-76.839871900	0.0		
T	2023-09-16 21:40:42.242	39.031264200	-76.839861500	0.0		
T	2023-09-16 21:40:43.243	39.031254200	-76.839842500	0.0		
T	2023-09-16 21:40:44.242	39.031245600	-76.839828600	0.0		
T	2023-09-16 21:40:45.242	39.031245600	-76.839828600	0.0		
T	2023-09-16 21:40:46.275	39.031236500	-76.839819200	0.0		
T	2023-09-16 21:40:47.242	39.031236500	-76.839819200	0.0		
T	2023-09-16 21:40:48.241	39.031236500	-76.839819200	0.0		
T	2023-09-16 21:40:49.241	39.031236500	-76.839819200	0.0		
T	2023-09-16 21:40:50.241	39.031220800	-76.839804600	0.0		
T	2023-09-16 21:40:51.241	39.031220800	-76.839804600	0.0		
T	2023-09-16 21:40:52.241	39.031213700	-76.839796600	0.0		
T	2023-09-16 21:40:53.242	39.031213700	-76.839796600	0.0		
T	2023-09-16 21:40:54.241	39.031213700	-76.839796600	0.0		
T	2023-09-16 21:40:55.241	39.031213700	-76.839796600	0.0		
T	2023-09-16 21:40:56.242	39.031213700	-76.839796600	0.0		
T	2023-09-16 21:40:57.242	39.031213700	-76.839796600	0.0		
T	2023-09-16 21:40:58.242	39.031213700	-76.839796600	0.0		
T	2023-09-16 21:40:59.243	39.031213700	-76.839796600	0.0		
T	2023-09-16 21:41:00.242	39.031213700	-76.839796600	0.0		
T	2023-09-16 21:41:01.242	39.031213700	-76.839796600	0.0		
T	2023-09-16 21:41:02.243	39.031213700	-76.839796600	0.0		
T	2023-09-16 21:41:03.242	39.031213700	-76.839796600	0.0		
T	2023-09-16 21:41:04.242	39.031213700	-76.839796600	0.0		
T	2023-09-16 21:41:05.242	39.031213700	-76.839796600	0.0		
T	2023-09-16 21:41:06.242	39.031213700	-76.839796600	0.0		
T	2023-09-16 21:41:07.242	39.031213700	-76.839796600	0.0		
T	2023-09-16 21:41:08.241	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:09.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:10.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:11.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:12.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:13.241	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:14.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:15.241	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:16.241	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:17.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:18.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:19.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:20.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:21.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:22.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:23.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:24.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:25.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:26.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:27.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:28.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:29.241	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:30.241	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:31.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:32.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:33.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:34.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:35.242	39.031208200	-76.839786900	0.0		
T	2023-09-16 21:41:36.241	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:37.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:38.241	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:39.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:40.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:41.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:42.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:43.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:44.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:45.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:46.262	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:47.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:48.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:49.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:50.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:51.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:52.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:53.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:54.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:55.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:56.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:57.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:58.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:41:59.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:00.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:01.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:02.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:03.241	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:04.241	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:05.241	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:06.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:07.241	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:08.241	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:09.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:10.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:11.241	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:12.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:13.241	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:14.241	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:15.241	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:16.241	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:17.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:18.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:19.242	39.031197100	-76.839769000	0.0		
T	2023-09-16 21:42:20.242	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:21.243	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:22.242	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:23.241	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:24.242	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:25.241	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:26.241	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:27.243	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:28.242	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:29.241	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:30.242	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:31.242	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:32.242	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:33.242	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:34.242	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:35.242	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:36.242	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:37.242	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:38.242	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:39.242	39.031180200	-76.839746100	0.0		
T	2023-09-16 21:42:40.242	39.031164000	-76.839743900	0.0		
T	2023-09-16 21:42:41.242	39.031144900	-76.839704500	0.0		
T	2023-09-16 21:42:42.242	39.031167900	-76.839699000	0.0		
T	2023-09-16 21:42:43.242	39.031167900	-76.839699000	0.0		
T	2023-09-16 21:42:44.242	39.031167900	-76.839699000	0.0		
T	2023-09-16 21:42:45.242	39.031167900	-76.839699000	0.0		
T	2023-09-16 21:42:46.242	39.031167900	-76.839699000	0.0		
T	2023-09-16 21:42:47.242	39.031167900	-76.839699000	0.0		
T	2023-09-16 21:42:48.242	39.031167900	-76.839699000	0.0		
T	2023-09-16 21:42:49.242	39.031167900	-76.839699000	0.0		
T	2023-09-16 21:42:50.242	39.031167900	-76.839699000	0.0		
T	2023-09-16 21:42:51.241	39.031167900	-76.839699000	0.0		
T	2023-09-16 21:42:52.241	39.031158800	-76.839696900	0.0		
T	2023-09-16 21:42:53.243	39.031143000	-76.839684900	0.0		
T	2023-09-16 21:42:54.242	39.031134600	-76.839689300	0.0		
T	2023-09-16 21:42:55.241	39.031134600	-76.839689300	0.0		
T	2023-09-16 21:42:56.242	39.031134600	-76.839689300	0.0		
T	2023-09-16 21:42:57.242	39.031134600	-76.839689300	0.0		
T	2023-09-16 21:42:58.242	39.031134600	-76.839689300	0.0		
T	2023-09-16 21:42:59.242	39.031134600	-76.839689300	0.0		
T	2023-09-16 21:43:00.242	39.031134600	-76.839689300	0.0		
T	2023-09-16 21:43:01.242	39.031134600	-76.839689300	0.0		
T	2023-09-16 21:43:02.242	39.031145200	-76.839694200	0.0		
T	2023-09-16 21:43:03.242	39.031145200	-76.839694200	0.0		
T	2023-09-16 21:43:04.242	39.031161000	-76.839685600	0.0		
T	2023-09-16 21:43:05.242	39.031169600	-76.839681000	0.0		
T	2023-09-16 21:43:06.241	39.031169600	-76.839681000	0.0		
T	2023-09-16 21:43:07.241	39.031169600	-76.839681000	0.0		
T	2023-09-16 21:43:08.242	39.031169600	-76.839681000	0.0		
T	2023-09-16 21:43:09.241	39.031169600	-76.839681000	0.0		
T	2023-09-16 21:43:10.241	39.031178900	-76.839668800	0.0		
T	2023-09-16 21:43:11.242	39.031178900	-76.839668800	0.0		
