type	time	latitude	longitude	altitude (m)	name	desc
T	2023-09-16 20:09:35	39.018176500	-76.877489800	0.0		
T	2023-09-16 20:09:36	39.018176500	-76.877489800	0.0		
T	2023-09-16 20:09:37.001	39.018176500	-76.877489800	0.0		
T	2023-09-16 20:09:38.001	39.018716100	-76.877376300	0.0		
T	2023-09-16 20:09:39.001	39.018716100	-76.877376300	0.0		
T	2023-09-16 20:09:40.001	39.018716100	-76.877376300	0.0		
T	2023-09-16 20:09:41.001	39.018716100	-76.877376300	0.0		
T	2023-09-16 20:09:42.001	39.018716100	-76.877376300	0.0		
T	2023-09-16 20:09:43.001	39.018716100	-76.877376300	0.0		
T	2023-09-16 20:09:44.001	39.018716100	-76.877376300	0.0		
T	2023-09-16 20:09:45.001	39.018716100	-76.877376300	0.0		
T	2023-09-16 20:09:46.001	39.018716100	-76.877376300	0.0		
T	2023-09-16 20:09:47.001	39.019194100	-76.877389000	0.0		
T	2023-09-16 20:09:48.001	39.019194100	-76.877389000	0.0		
T	2023-09-16 20:09:49	39.019194100	-76.877389000	0.0		
T	2023-09-16 20:09:50	39.019194100	-76.877389000	0.0		
T	2023-09-16 20:09:51	39.019194100	-76.877389000	0.0		
T	2023-09-16 20:09:52.001	39.019194100	-76.877389000	0.0		
T	2023-09-16 20:09:53.01	39.019194100	-76.877389000	0.0		
T	2023-09-16 20:09:54.001	39.019194100	-76.877389000	0.0		
T	2023-09-16 20:09:55	39.019194100	-76.877389000	0.0		
T	2023-09-16 20:09:56	39.019745900	-76.877444800	0.0		
T	2023-09-16 20:09:57	39.019745900	-76.877444800	0.0		
T	2023-09-16 20:09:58.001	39.019745900	-76.877444800	0.0		
T	2023-09-16 20:09:59.001	39.019745900	-76.877444800	0.0		
T	2023-09-16 20:10:00.001	39.019745900	-76.877444800	0.0		
T	2023-09-16 20:10:01.001	39.019745900	-76.877444800	0.0		
T	2023-09-16 20:10:02.002	39.019745900	-76.877444800	0.0		
T	2023-09-16 20:10:03.001	39.019745900	-76.877444800	0.0		
T	2023-09-16 20:10:04	39.019745900	-76.877444800	0.0		
T	2023-09-16 20:10:05	39.020334900	-76.877564100	0.0		
T	2023-09-16 20:10:06.001	39.020334900	-76.877564100	0.0		
T	2023-09-16 20:10:07.001	39.020334900	-76.877564100	0.0		
T	2023-09-16 20:10:08.001	39.020334900	-76.877564100	0.0		
T	2023-09-16 20:10:09.001	39.020334900	-76.877564100	0.0		
T	2023-09-16 20:10:10.001	39.020334900	-76.877564100	0.0		
T	2023-09-16 20:10:11.001	39.020334900	-76.877564100	0.0		
T	2023-09-16 20:10:12.001	39.020334900	-76.877564100	0.0		
T	2023-09-16 20:10:13.001	39.020334900	-76.877564100	0.0		
T	2023-09-16 20:10:14.001	39.020911200	-76.877740300	0.0		
T	2023-09-16 20:10:15.001	39.020911200	-76.877740300	0.0		
T	2023-09-16 20:10:16.001	39.020911200	-76.877740300	0.0		
T	2023-09-16 20:10:17.001	39.020911200	-76.877740300	0.0		
T	2023-09-16 20:10:18.001	39.020911200	-76.877740300	0.0		
T	2023-09-16 20:10:19.001	39.020911200	-76.877740300	0.0		
T	2023-09-16 20:10:20.001	39.020911200	-76.877740300	0.0		
T	2023-09-16 20:10:21.001	39.020911200	-76.877740300	0.0		
T	2023-09-16 20:10:22.001	39.020911200	-76.877740300	0.0		
T	2023-09-16 20:10:23.001	39.021431200	-76.877836600	0.0		
T	2023-09-16 20:10:24	39.021431200	-76.877836600	0.0		
T	2023-09-16 20:10:25.001	39.021431200	-76.877836600	0.0		
T	2023-09-16 20:10:26.001	39.021431200	-76.877836600	0.0		
T	2023-09-16 20:10:27.001	39.021431200	-76.877836600	0.0		
T	2023-09-16 20:10:28.001	39.021431200	-76.877836600	0.0		
T	2023-09-16 20:10:29	39.021431200	-76.877836600	0.0		
T	2023-09-16 20:10:30	39.021431200	-76.877836600	0.0		
T	2023-09-16 20:10:31.001	39.021431200	-76.877836600	0.0		
T	2023-09-16 20:10:32.001	39.021865000	-76.877947000	0.0		
T	2023-09-16 20:10:33.001	39.021865000	-76.877947000	0.0		
T	2023-09-16 20:10:34.001	39.021865000	-76.877947000	0.0		
T	2023-09-16 20:10:35	39.021865000	-76.877947000	0.0		
T	2023-09-16 20:10:36	39.021865000	-76.877947000	0.0		
T	2023-09-16 20:10:37.001	39.021865000	-76.877947000	0.0		
T	2023-09-16 20:10:38	39.021865000	-76.877947000	0.0		
T	2023-09-16 20:10:39.001	39.021865000	-76.877947000	0.0		
T	2023-09-16 20:10:40.001	39.021865000	-76.877947000	0.0		
T	2023-09-16 20:10:41	39.022263800	-76.878048300	0.0		
T	2023-09-16 20:10:42.001	39.022263800	-76.878048300	0.0		
T	2023-09-16 20:10:43.001	39.022263800	-76.878048300	0.0		
T	2023-09-16 20:10:44.001	39.022263800	-76.878048300	0.0		
T	2023-09-16 20:10:45	39.022263800	-76.878048300	0.0		
T	2023-09-16 20:10:46.001	39.022263800	-76.878048300	0.0		
T	2023-09-16 20:10:47.001	39.022263800	-76.878048300	0.0		
T	2023-09-16 20:10:48	39.022263800	-76.878048300	0.0		
T	2023-09-16 20:10:49.001	39.022263800	-76.878048300	0.0		
T	2023-09-16 20:10:50.001	39.022790800	-76.878107300	0.0		
T	2023-09-16 20:10:51.001	39.022790800	-76.878107300	0.0		
T	2023-09-16 20:10:52.001	39.022790800	-76.878107300	0.0		
T	2023-09-16 20:10:53.021	39.022790800	-76.878107300	0.0		
T	2023-09-16 20:10:54.001	39.022790800	-76.878107300	0.0		
T	2023-09-16 20:10:55.001	39.022790800	-76.878107300	0.0		
T	2023-09-16 20:10:56.001	39.022790800	-76.878107300	0.0		
T	2023-09-16 20:10:57.001	39.022790800	-76.878107300	0.0		
T	2023-09-16 20:10:58.001	39.022790800	-76.878107300	0.0		
T	2023-09-16 20:10:59.001	39.023246000	-76.878218800	0.0		
T	2023-09-16 20:11:00.001	39.023246000	-76.878218800	0.0		
T	2023-09-16 20:11:01	39.023246000	-76.878218800	0.0		
T	2023-09-16 20:11:02	39.023246000	-76.878218800	0.0		
T	2023-09-16 20:11:03.002	39.023246000	-76.878218800	0.0		
T	2023-09-16 20:11:04	39.023246000	-76.878218800	0.0		
T	2023-09-16 20:11:05.001	39.023246000	-76.878218800	0.0		
T	2023-09-16 20:11:06.001	39.023246000	-76.878218800	0.0		
T	2023-09-16 20:11:07.001	39.023246000	-76.878218800	0.0		
T	2023-09-16 20:11:08.001	39.023704200	-76.878313800	0.0		
T	2023-09-16 20:11:09	39.023704200	-76.878313800	0.0		
T	2023-09-16 20:11:10	39.023704200	-76.878313800	0.0		
T	2023-09-16 20:11:11.001	39.023704200	-76.878313800	0.0		
T	2023-09-16 20:11:12.001	39.023704200	-76.878313800	0.0		
T	2023-09-16 20:11:13.001	39.023704200	-76.878313800	0.0		
T	2023-09-16 20:11:14	39.023704200	-76.878313800	0.0		
T	2023-09-16 20:11:15.003	39.023704200	-76.878313800	0.0		
T	2023-09-16 20:11:16	39.023704200	-76.878313800	0.0		
T	2023-09-16 20:11:17.001	39.024144300	-76.878318600	0.0		
T	2023-09-16 20:11:18.001	39.024144300	-76.878318600	0.0		
T	2023-09-16 20:11:19.001	39.024144300	-76.878318600	0.0		
T	2023-09-16 20:11:20.001	39.024144300	-76.878318600	0.0		
T	2023-09-16 20:11:21.001	39.024144300	-76.878318600	0.0		
T	2023-09-16 20:11:22.001	39.024144300	-76.878318600	0.0		
T	2023-09-16 20:11:23.001	39.024144300	-76.878318600	0.0		
T	2023-09-16 20:11:24.001	39.024144300	-76.878318600	0.0		
T	2023-09-16 20:11:25.001	39.024144300	-76.878318600	0.0		
T	2023-09-16 20:11:26.001	39.024572600	-76.878340300	0.0		
T	2023-09-16 20:11:27.001	39.024572600	-76.878340300	0.0		
T	2023-09-16 20:11:28.001	39.024572600	-76.878340300	0.0		
T	2023-09-16 20:11:29.001	39.024572600	-76.878340300	0.0		
T	2023-09-16 20:11:30.001	39.024572600	-76.878340300	0.0		
T	2023-09-16 20:11:31.001	39.024572600	-76.878340300	0.0		
T	2023-09-16 20:11:32.002	39.024572600	-76.878340300	0.0		
T	2023-09-16 20:11:33.002	39.024572600	-76.878340300	0.0		
T	2023-09-16 20:11:34.001	39.024572600	-76.878340300	0.0		
T	2023-09-16 20:11:35.001	39.025020200	-76.878228000	0.0		
T	2023-09-16 20:11:36	39.025020200	-76.878228000	0.0		
T	2023-09-16 20:11:37.001	39.025020200	-76.878228000	0.0		
T	2023-09-16 20:11:38.001	39.025020200	-76.878228000	0.0		
T	2023-09-16 20:11:39	39.025020200	-76.878228000	0.0		
T	2023-09-16 20:11:40.001	39.025020200	-76.878228000	0.0		
T	2023-09-16 20:11:41	39.025020200	-76.878228000	0.0		
T	2023-09-16 20:11:42	39.025020200	-76.878228000	0.0		
T	2023-09-16 20:11:43.002	39.025020200	-76.878228000	0.0		
T	2023-09-16 20:11:44.001	39.025384300	-76.878043200	0.0		
T	2023-09-16 20:11:45.001	39.025384300	-76.878043200	0.0		
T	2023-09-16 20:11:46.001	39.025384300	-76.878043200	0.0		
T	2023-09-16 20:11:47.001	39.025384300	-76.878043200	0.0		
T	2023-09-16 20:11:48	39.025384300	-76.878043200	0.0		
T	2023-09-16 20:11:49.001	39.025384300	-76.878043200	0.0		
T	2023-09-16 20:11:50.001	39.025384300	-76.878043200	0.0		
T	2023-09-16 20:11:51.001	39.025384300	-76.878043200	0.0		
T	2023-09-16 20:11:52	39.025384300	-76.878043200	0.0		
T	2023-09-16 20:11:53.001	39.025738500	-76.877789600	0.0		
T	2023-09-16 20:11:54.001	39.025738500	-76.877789600	0.0		
T	2023-09-16 20:11:55.001	39.025738500	-76.877789600	0.0		
T	2023-09-16 20:11:56	39.025738500	-76.877789600	0.0		
T	2023-09-16 20:11:57.001	39.025738500	-76.877789600	0.0		
T	2023-09-16 20:11:58.001	39.025738500	-76.877789600	0.0		
T	2023-09-16 20:11:59.001	39.025738500	-76.877789600	0.0		
T	2023-09-16 20:12:00	39.025738500	-76.877789600	0.0		
T	2023-09-16 20:12:01.001	39.025738500	-76.877789600	0.0		
T	2023-09-16 20:12:02	39.026046300	-76.877443100	0.0		
T	2023-09-16 20:12:03.001	39.026046300	-76.877443100	0.0		
T	2023-09-16 20:12:04.001	39.026046300	-76.877443100	0.0		
T	2023-09-16 20:12:05.001	39.026046300	-76.877443100	0.0		
T	2023-09-16 20:12:06.001	39.026046300	-76.877443100	0.0		
T	2023-09-16 20:12:07.001	39.026046300	-76.877443100	0.0		
T	2023-09-16 20:12:08.001	39.026046300	-76.877443100	0.0		
T	2023-09-16 20:12:09.001	39.026046300	-76.877443100	0.0		
T	2023-09-16 20:12:10.001	39.026046300	-76.877443100	0.0		
T	2023-09-16 20:12:11.001	39.026386700	-76.877246700	0.0		
T	2023-09-16 20:12:12.001	39.026386700	-76.877246700	0.0		
T	2023-09-16 20:12:13.001	39.026386700	-76.877246700	0.0		
T	2023-09-16 20:12:14.001	39.026386700	-76.877246700	0.0		
T	2023-09-16 20:12:15	39.026386700	-76.877246700	0.0		
T	2023-09-16 20:12:16	39.026386700	-76.877246700	0.0		
T	2023-09-16 20:12:17.001	39.026386700	-76.877246700	0.0		
T	2023-09-16 20:12:18.001	39.026386700	-76.877246700	0.0		
T	2023-09-16 20:12:19.001	39.026386700	-76.877246700	0.0		
T	2023-09-16 20:12:20.001	39.026686500	-76.877070100	0.0		
T	2023-09-16 20:12:21	39.026686500	-76.877070100	0.0		
T	2023-09-16 20:12:22.001	39.026686500	-76.877070100	0.0		
T	2023-09-16 20:12:23.001	39.026686500	-76.877070100	0.0		
T	2023-09-16 20:12:24.001	39.026686500	-76.877070100	0.0		
T	2023-09-16 20:12:25	39.026686500	-76.877070100	0.0		
T	2023-09-16 20:12:26.001	39.026686500	-76.877070100	0.0		
T	2023-09-16 20:12:27.001	39.026686500	-76.877070100	0.0		
T	2023-09-16 20:12:28.001	39.026686500	-76.877070100	0.0		
T	2023-09-16 20:12:29	39.026470900	-76.877241400	0.0		
T	2023-09-16 20:12:30.001	39.026470900	-76.877241400	0.0		
T	2023-09-16 20:12:31.001	39.026470900	-76.877241400	0.0		
T	2023-09-16 20:12:32.001	39.026470900	-76.877241400	0.0		
T	2023-09-16 20:12:33.002	39.026470900	-76.877241400	0.0		
T	2023-09-16 20:12:34	39.026470900	-76.877241400	0.0		
T	2023-09-16 20:12:35.001	39.026470900	-76.877241400	0.0		
T	2023-09-16 20:12:36	39.026470900	-76.877241400	0.0		
T	2023-09-16 20:12:37.001	39.026470900	-76.877241400	0.0		
T	2023-09-16 20:12:38.001	39.026599800	-76.877185700	0.0		
T	2023-09-16 20:12:39.001	39.026599800	-76.877185700	0.0		
T	2023-09-16 20:12:40.001	39.026599800	-76.877185700	0.0		
T	2023-09-16 20:12:41.001	39.026599800	-76.877185700	0.0		
T	2023-09-16 20:12:42	39.026599800	-76.877185700	0.0		
T	2023-09-16 20:12:43.001	39.026599800	-76.877185700	0.0		
T	2023-09-16 20:12:44.001	39.026599800	-76.877185700	0.0		
T	2023-09-16 20:12:45.001	39.026599800	-76.877185700	0.0		
T	2023-09-16 20:12:46.001	39.026599800	-76.877185700	0.0		
T	2023-09-16 20:12:47.001	39.026765800	-76.877106300	0.0		
T	2023-09-16 20:12:48	39.026765800	-76.877106300	0.0		
T	2023-09-16 20:12:49.001	39.026765800	-76.877106300	0.0		
T	2023-09-16 20:12:50	39.026765800	-76.877106300	0.0		
T	2023-09-16 20:12:51.001	39.026765800	-76.877106300	0.0		
T	2023-09-16 20:12:52.001	39.026765800	-76.877106300	0.0		
T	2023-09-16 20:12:53.025	39.026765800	-76.877106300	0.0		
T	2023-09-16 20:12:54.001	39.026765800	-76.877106300	0.0		
T	2023-09-16 20:12:55.001	39.026765800	-76.877106300	0.0		
T	2023-09-16 20:12:56.001	39.027568900	-76.876936100	0.0		
T	2023-09-16 20:12:57.001	39.027568900	-76.876936100	0.0		
T	2023-09-16 20:12:58.001	39.027568900	-76.876936100	0.0		
T	2023-09-16 20:12:59	39.027568900	-76.876936100	0.0		
T	2023-09-16 20:13:00.001	39.027568900	-76.876936100	0.0		
T	2023-09-16 20:13:01.001	39.027568900	-76.876936100	0.0		
T	2023-09-16 20:13:02.001	39.027568900	-76.876936100	0.0		
T	2023-09-16 20:13:03.001	39.027568900	-76.876936100	0.0		
T	2023-09-16 20:13:04.002	39.027568900	-76.876936100	0.0		
T	2023-09-16 20:13:05.001	39.027775400	-76.876744000	0.0		
T	2023-09-16 20:13:06.001	39.027775400	-76.876744000	0.0		
T	2023-09-16 20:13:07	39.027775400	-76.876744000	0.0		
T	2023-09-16 20:13:08	39.027775400	-76.876744000	0.0		
T	2023-09-16 20:13:09.001	39.027775400	-76.876744000	0.0		
T	2023-09-16 20:13:10.001	39.027775400	-76.876744000	0.0		
T	2023-09-16 20:13:11	39.027775400	-76.876744000	0.0		
T	2023-09-16 20:13:12.001	39.027775400	-76.876744000	0.0		
T	2023-09-16 20:13:13.001	39.027775400	-76.876744000	0.0		
T	2023-09-16 20:13:14.001	39.027750700	-76.876510700	0.0		
T	2023-09-16 20:13:15.001	39.027750700	-76.876510700	0.0		
T	2023-09-16 20:13:16.001	39.027750700	-76.876510700	0.0		
T	2023-09-16 20:13:17.001	39.027750700	-76.876510700	0.0		
T	2023-09-16 20:13:18	39.027750700	-76.876510700	0.0		
T	2023-09-16 20:13:19	39.027750700	-76.876510700	0.0		
T	2023-09-16 20:13:20.001	39.027750700	-76.876510700	0.0		
T	2023-09-16 20:13:21	39.027750700	-76.876510700	0.0		
T	2023-09-16 20:13:22	39.027750700	-76.876510700	0.0		
T	2023-09-16 20:13:23.001	39.027745500	-76.876249700	0.0		
T	2023-09-16 20:13:24.001	39.027745500	-76.876249700	0.0		
T	2023-09-16 20:13:25	39.027745500	-76.876249700	0.0		
T	2023-09-16 20:13:26.001	39.027745500	-76.876249700	0.0		
T	2023-09-16 20:13:27.001	39.027745500	-76.876249700	0.0		
T	2023-09-16 20:13:28.001	39.027745500	-76.876249700	0.0		
T	2023-09-16 20:13:29.001	39.027745500	-76.876249700	0.0		
T	2023-09-16 20:13:30	39.027745500	-76.876249700	0.0		
T	2023-09-16 20:13:31	39.027745500	-76.876249700	0.0		
T	2023-09-16 20:13:32.001	39.027745000	-76.876034300	0.0		
T	2023-09-16 20:13:33.001	39.027745000	-76.876034300	0.0		
T	2023-09-16 20:13:34.001	39.027745000	-76.876034300	0.0		
T	2023-09-16 20:13:35.001	39.027745000	-76.876034300	0.0		
T	2023-09-16 20:13:36.001	39.027745000	-76.876034300	0.0		
T	2023-09-16 20:13:37.001	39.027745000	-76.876034300	0.0		
T	2023-09-16 20:13:38	39.027745000	-76.876034300	0.0		
T	2023-09-16 20:13:39.001	39.027745000	-76.876034300	0.0		
T	2023-09-16 20:13:40.001	39.027745000	-76.876034300	0.0		
T	2023-09-16 20:13:41	39.027708500	-76.875812900	0.0		
T	2023-09-16 20:13:42	39.027708500	-76.875812900	0.0		
T	2023-09-16 20:13:43.001	39.027708500	-76.875812900	0.0		
T	2023-09-16 20:13:44.001	39.027708500	-76.875812900	0.0		
T	2023-09-16 20:13:45.001	39.027708500	-76.875812900	0.0		
T	2023-09-16 20:13:46.001	39.027708500	-76.875812900	0.0		
T	2023-09-16 20:13:47.001	39.027708500	-76.875812900	0.0		
T	2023-09-16 20:13:48	39.027708500	-76.875812900	0.0		
T	2023-09-16 20:13:49	39.027708500	-76.875812900	0.0		
T	2023-09-16 20:13:50	39.027726000	-76.875814100	0.0		
T	2023-09-16 20:13:51	39.027726000	-76.875814100	0.0		
T	2023-09-16 20:13:52	39.027726000	-76.875814100	0.0		
T	2023-09-16 20:13:53.001	39.027726000	-76.875814100	0.0		
T	2023-09-16 20:13:54.002	39.027726000	-76.875814100	0.0		
T	2023-09-16 20:13:55.001	39.027726000	-76.875814100	0.0		
T	2023-09-16 20:13:56.001	39.027726000	-76.875814100	0.0		
T	2023-09-16 20:13:57	39.027726000	-76.875814100	0.0		
T	2023-09-16 20:13:58.001	39.027726000	-76.875814100	0.0		
T	2023-09-16 20:13:59.001	39.027708800	-76.875642200	0.0		
T	2023-09-16 20:14:00.001	39.027708800	-76.875642200	0.0		
T	2023-09-16 20:14:01.001	39.027708800	-76.875642200	0.0		
T	2023-09-16 20:14:02	39.027708800	-76.875642200	0.0		
T	2023-09-16 20:14:03.001	39.027708800	-76.875642200	0.0		
T	2023-09-16 20:14:04.001	39.027708800	-76.875642200	0.0		
T	2023-09-16 20:14:05.001	39.027708800	-76.875642200	0.0		
T	2023-09-16 20:14:06	39.027708800	-76.875642200	0.0		
T	2023-09-16 20:14:07	39.027708800	-76.875642200	0.0		
T	2023-09-16 20:14:08	39.027698600	-76.875459200	0.0		
T	2023-09-16 20:14:09	39.027698600	-76.875459200	0.0		
T	2023-09-16 20:14:10.001	39.027698600	-76.875459200	0.0		
T	2023-09-16 20:14:11.001	39.027698600	-76.875459200	0.0		
T	2023-09-16 20:14:12.001	39.027698600	-76.875459200	0.0		
T	2023-09-16 20:14:13.002	39.027698600	-76.875459200	0.0		
T	2023-09-16 20:14:14.001	39.027698600	-76.875459200	0.0		
T	2023-09-16 20:14:15.001	39.027698600	-76.875459200	0.0		
T	2023-09-16 20:14:16.001	39.027698600	-76.875459200	0.0		
T	2023-09-16 20:14:17.001	39.027673100	-76.875520400	0.0		
T	2023-09-16 20:14:18.001	39.027673100	-76.875520400	0.0		
T	2023-09-16 20:14:19.004	39.027673100	-76.875520400	0.0		
T	2023-09-16 20:14:20.001	39.027673100	-76.875520400	0.0		
T	2023-09-16 20:14:21.001	39.027673100	-76.875520400	0.0		
T	2023-09-16 20:14:22.001	39.027673100	-76.875520400	0.0		
T	2023-09-16 20:14:23.001	39.027673100	-76.875520400	0.0		
T	2023-09-16 20:14:24.001	39.027673100	-76.875520400	0.0		
T	2023-09-16 20:14:25.001	39.027673100	-76.875520400	0.0		
T	2023-09-16 20:14:26.001	39.027408000	-76.874121100	0.0		
T	2023-09-16 20:14:27.001	39.027408000	-76.874121100	0.0		
T	2023-09-16 20:14:28.001	39.027408000	-76.874121100	0.0		
T	2023-09-16 20:14:29.001	39.027408000	-76.874121100	0.0		
T	2023-09-16 20:14:30	39.027408000	-76.874121100	0.0		
T	2023-09-16 20:14:31	39.027408000	-76.874121100	0.0		
T	2023-09-16 20:14:32.001	39.027408000	-76.874121100	0.0		
T	2023-09-16 20:14:33.001	39.027408000	-76.874121100	0.0		
T	2023-09-16 20:14:34.001	39.027408000	-76.874121100	0.0		
T	2023-09-16 20:14:35.001	39.027232700	-76.873514600	0.0		
T	2023-09-16 20:14:36	39.027232700	-76.873514600	0.0		
T	2023-09-16 20:14:37.001	39.027232700	-76.873514600	0.0		
T	2023-09-16 20:14:38	39.027232700	-76.873514600	0.0		
T	2023-09-16 20:14:39.001	39.027232700	-76.873514600	0.0		
T	2023-09-16 20:14:40.001	39.027232700	-76.873514600	0.0		
T	2023-09-16 20:14:41.001	39.027232700	-76.873514600	0.0		
T	2023-09-16 20:14:42.001	39.027232700	-76.873514600	0.0		
T	2023-09-16 20:14:43.001	39.027232700	-76.873514600	0.0		
T	2023-09-16 20:14:44.001	39.027116700	-76.873150300	0.0		
T	2023-09-16 20:14:45	39.027116700	-76.873150300	0.0		
T	2023-09-16 20:14:46.001	39.027116700	-76.873150300	0.0		
T	2023-09-16 20:14:47.001	39.027116700	-76.873150300	0.0		
T	2023-09-16 20:14:48	39.027116700	-76.873150300	0.0		
T	2023-09-16 20:14:49.001	39.027116700	-76.873150300	0.0		
T	2023-09-16 20:14:50.001	39.027116700	-76.873150300	0.0		
T	2023-09-16 20:14:51.001	39.027116700	-76.873150300	0.0		
T	2023-09-16 20:14:52.002	39.027116700	-76.873150300	0.0		
T	2023-09-16 20:14:53.001	39.027031100	-76.872890000	0.0		
T	2023-09-16 20:14:54.001	39.027031100	-76.872890000	0.0		
T	2023-09-16 20:14:55.001	39.027031100	-76.872890000	0.0		
T	2023-09-16 20:14:56.001	39.027031100	-76.872890000	0.0		
T	2023-09-16 20:14:57.001	39.027031100	-76.872890000	0.0		
T	2023-09-16 20:14:58.001	39.027031100	-76.872890000	0.0		
T	2023-09-16 20:14:59.001	39.027031100	-76.872890000	0.0		
T	2023-09-16 20:15:00.001	39.027031100	-76.872890000	0.0		
T	2023-09-16 20:15:01.001	39.027031100	-76.872890000	0.0		
T	2023-09-16 20:15:02.001	39.026964300	-76.872511200	0.0		
T	2023-09-16 20:15:03.002	39.026964300	-76.872511200	0.0		
T	2023-09-16 20:15:04.001	39.026964300	-76.872511200	0.0		
T	2023-09-16 20:15:05.001	39.026964300	-76.872511200	0.0		
T	2023-09-16 20:15:06.001	39.026964300	-76.872511200	0.0		
T	2023-09-16 20:15:07.001	39.026964300	-76.872511200	0.0		
T	2023-09-16 20:15:08.001	39.026964300	-76.872511200	0.0		
T	2023-09-16 20:15:09.001	39.026964300	-76.872511200	0.0		
T	2023-09-16 20:15:10.001	39.026964300	-76.872511200	0.0		
T	2023-09-16 20:15:11.001	39.026903200	-76.872154900	0.0		
T	2023-09-16 20:15:12.001	39.026903200	-76.872154900	0.0		
T	2023-09-16 20:15:13.001	39.026903200	-76.872154900	0.0		
T	2023-09-16 20:15:14.001	39.026903200	-76.872154900	0.0		
T	2023-09-16 20:15:15.001	39.026903200	-76.872154900	0.0		
T	2023-09-16 20:15:16.001	39.026903200	-76.872154900	0.0		
T	2023-09-16 20:15:17.001	39.026903200	-76.872154900	0.0		
T	2023-09-16 20:15:18	39.026903200	-76.872154900	0.0		
T	2023-09-16 20:15:19.002	39.026903200	-76.872154900	0.0		
T	2023-09-16 20:15:20.001	39.026949100	-76.872298000	0.0		
T	2023-09-16 20:15:21.001	39.026949100	-76.872298000	0.0		
T	2023-09-16 20:15:22.001	39.026949100	-76.872298000	0.0		
T	2023-09-16 20:15:23.002	39.026949100	-76.872298000	0.0		
T	2023-09-16 20:15:24.001	39.026949100	-76.872298000	0.0		
T	2023-09-16 20:15:25	39.026949100	-76.872298000	0.0		
T	2023-09-16 20:15:26.001	39.026949100	-76.872298000	0.0		
T	2023-09-16 20:15:27.002	39.026949100	-76.872298000	0.0		
T	2023-09-16 20:15:28.001	39.026949100	-76.872298000	0.0		
T	2023-09-16 20:15:29.001	39.026723300	-76.871363000	0.0		
T	2023-09-16 20:15:30.001	39.026723300	-76.871363000	0.0		
T	2023-09-16 20:15:31	39.026723300	-76.871363000	0.0		
T	2023-09-16 20:15:32.001	39.026723300	-76.871363000	0.0		
T	2023-09-16 20:15:33.001	39.026723300	-76.871363000	0.0		
T	2023-09-16 20:15:34	39.026723300	-76.871363000	0.0		
T	2023-09-16 20:15:35.002	39.026723300	-76.871363000	0.0		
T	2023-09-16 20:15:36.001	39.026723300	-76.871363000	0.0		
T	2023-09-16 20:15:37	39.026723300	-76.871363000	0.0		
T	2023-09-16 20:15:38	39.026613500	-76.870728100	0.0		
T	2023-09-16 20:15:39.001	39.026613500	-76.870728100	0.0		
T	2023-09-16 20:15:40.001	39.026613500	-76.870728100	0.0		
T	2023-09-16 20:15:41	39.026613500	-76.870728100	0.0		
T	2023-09-16 20:15:42.001	39.026613500	-76.870728100	0.0		
T	2023-09-16 20:15:43.001	39.026613500	-76.870728100	0.0		
T	2023-09-16 20:15:44.001	39.026613500	-76.870728100	0.0		
T	2023-09-16 20:15:45.001	39.026613500	-76.870728100	0.0		
T	2023-09-16 20:15:46.001	39.026613500	-76.870728100	0.0		
T	2023-09-16 20:15:47.001	39.026456800	-76.870174500	0.0		
T	2023-09-16 20:15:48.001	39.026456800	-76.870174500	0.0		
T	2023-09-16 20:15:49	39.026456800	-76.870174500	0.0		
T	2023-09-16 20:15:50	39.026456800	-76.870174500	0.0		
T	2023-09-16 20:15:51	39.026456800	-76.870174500	0.0		
T	2023-09-16 20:15:52.001	39.026456800	-76.870174500	0.0		
T	2023-09-16 20:15:53.001	39.026456800	-76.870174500	0.0		
T	2023-09-16 20:15:54.001	39.026456800	-76.870174500	0.0		
T	2023-09-16 20:15:55.001	39.026456800	-76.870174500	0.0		
T	2023-09-16 20:15:56.002	39.026234400	-76.869636900	0.0		
T	2023-09-16 20:15:57.002	39.026234400	-76.869636900	0.0		
T	2023-09-16 20:15:58.001	39.026234400	-76.869636900	0.0		
T	2023-09-16 20:15:59.001	39.026234400	-76.869636900	0.0		
T	2023-09-16 20:16:00	39.026234400	-76.869636900	0.0		
T	2023-09-16 20:16:01	39.026234400	-76.869636900	0.0		
T	2023-09-16 20:16:02.001	39.026234400	-76.869636900	0.0		
T	2023-09-16 20:16:03.001	39.026234400	-76.869636900	0.0		
T	2023-09-16 20:16:04	39.026234400	-76.869636900	0.0		
T	2023-09-16 20:16:05.001	39.026244700	-76.869147500	0.0		
T	2023-09-16 20:16:06.001	39.026244700	-76.869147500	0.0		
T	2023-09-16 20:16:07.001	39.026244700	-76.869147500	0.0		
T	2023-09-16 20:16:08	39.026244700	-76.869147500	0.0		
T	2023-09-16 20:16:09.001	39.026244700	-76.869147500	0.0		
T	2023-09-16 20:16:10.001	39.026244700	-76.869147500	0.0		
T	2023-09-16 20:16:11	39.026244700	-76.869147500	0.0		
T	2023-09-16 20:16:12.001	39.026244700	-76.869147500	0.0		
T	2023-09-16 20:16:13.002	39.026244700	-76.869147500	0.0		
T	2023-09-16 20:16:14.001	39.026332800	-76.868716300	0.0		
T	2023-09-16 20:16:15.001	39.026332800	-76.868716300	0.0		
T	2023-09-16 20:16:16.001	39.026332800	-76.868716300	0.0		
T	2023-09-16 20:16:17	39.026332800	-76.868716300	0.0		
T	2023-09-16 20:16:18.001	39.026332800	-76.868716300	0.0		
